,Crash ID,City,Commercial Motor Vehicle Flag,County,Crash Date,Crash Severity,Crash Time,Day of Week,Latitude,Longitude,School Bus Flag,Speed Limit,CMV Vehicle Type,Contributing Factor 1,Possible Vehicle Defect 1,Vehicle Defect 1,Person Age,Person Gender,Person Injury Severity,Person Restraint Used,Person Type
34,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.58257236,-97.94850308,False,75,,44 - FOLLOWED TOO CLOSELY,,,0.0,2 - FEMALE,N - NOT INJURED,"5 - CHILD SEAT, FACING REAR",2 - PASSENGER/OCCUPANT
35,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.76653746,-96.77781862,False,40,,43 - FLEEING OR EVADING POLICE,,,15.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,99 - UNKNOWN,1 - DRIVER
36,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.76653746,-96.77781862,False,40,,43 - FLEEING OR EVADING POLICE,,,21.0,1 - MALE,K - FATAL INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
37,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.76653746,-96.77781862,False,40,9 - TRACTOR/SEMI TRAILER,,,,42.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
38,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.40128927,-101.8940484,False,55,,16 - DISREGARD STOP SIGN OR LIGHT,,,30.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
39,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.40128927,-101.8940484,False,55,9 - TRACTOR/SEMI TRAILER,,,,38.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
40,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.40128927,-101.8940484,False,55,9 - TRACTOR/SEMI TRAILER,,,,38.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
41,18680408,HURST,True,TARRANT,2022-01-04,K - FATAL INJURY,10:53,TUESDAY,32.77185236,-97.29116473,False,40,2 - LIGHT TRUCK,98 - OTHER (EXPLAIN IN NARRATIVE),,,51.0,1 - MALE,K - FATAL INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
42,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44884523,-98.51966309,False,45,,23 - FAILED TO DRIVE IN SINGLE LANE,,,9999.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
43,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44884523,-98.51966309,False,45,,23 - FAILED TO DRIVE IN SINGLE LANE,,,9999.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
44,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44884523,-98.51966309,False,45,7 - TRUCK TRAILER,,,,50.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
45,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.66746186,-95.57110784,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),,,51.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
46,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.66746186,-95.57110784,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),,,21.0,1 - MALE,N - NOT INJURED,97 - NOT APPLICABLE,2 - PASSENGER/OCCUPANT
47,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.66746186,-95.57110784,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),,,18.0,1 - MALE,K - FATAL INJURY,97 - NOT APPLICABLE,2 - PASSENGER/OCCUPANT
48,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.30022409,-95.50301411,False,45,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,,,31.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
49,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.30022409,-95.50301411,False,45,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,,,55.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
50,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.30022409,-95.50301411,False,45,,,,,63.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
51,18699585,OUTSIDE CITY LIMITS,True,HARRISON,2022-01-04,K - FATAL INJURY,20:57,TUESDAY,32.54814898,-94.37155736,False,75,,71 - WRONG WAY - ONE WAY ROAD,,,76.0,2 - FEMALE,K - FATAL INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
52,18699585,OUTSIDE CITY LIMITS,True,HARRISON,2022-01-04,K - FATAL INJURY,20:57,TUESDAY,32.54814898,-94.37155736,False,75,9 - TRACTOR/SEMI TRAILER,,,,26.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
53,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.79640594,-96.97176602,False,70,9 - TRACTOR/SEMI TRAILER,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,,,43.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
54,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.79640594,-96.97176602,False,70,,,,,17.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
55,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.79640594,-96.97176602,False,70,,,,,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
56,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.77185236,-97.29116473,False,55,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,44 - FOLLOWED TOO CLOSELY,,,64.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
57,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.77185236,-97.29116473,False,55,,,,,79.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
58,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.77185236,-97.29116473,False,55,,,,,57.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
59,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,61.0,1 - MALE,N - NOT INJURED,99 - UNKNOWN,1 - DRIVER
60,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
61,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,12.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
62,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,11.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
63,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,13.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
64,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,13.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
65,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,12.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
66,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
67,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,17.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
68,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,,,14.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
69,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.76653746,-96.77781862,True,40,,,,,30.0,1 - MALE,N - NOT INJURED,99 - UNKNOWN,1 - DRIVER
70,18683875,OUTSIDE CITY LIMITS,True,VAN ZANDT,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:32,WEDNESDAY,32.56368961,-95.8364862,False,60,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,,,,29.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
71,18683875,OUTSIDE CITY LIMITS,True,VAN ZANDT,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:32,WEDNESDAY,32.56368961,-95.8364862,False,60,,63 - TURNED IMPROPERLY - CUT CORNER ON LEFT,,,76.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
72,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,4 - CHANGED LANE WHEN UNSAFE,,,37.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
73,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,34.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
74,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,27.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
75,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,46.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
76,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,58.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
77,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,55.0,2 - FEMALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
78,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,20.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
79,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.52763253,-95.77090562,False,50,,,,,67.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
80,18684934,OUTSIDE CITY LIMITS,True,POLK,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:10,WEDNESDAY,30.79250963,-94.82994949,False,55,,22 - FAILED TO CONTROL SPEED,,,71.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
81,18684934,OUTSIDE CITY LIMITS,True,POLK,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:10,WEDNESDAY,30.79250963,-94.82994949,False,55,9 - TRACTOR/SEMI TRAILER,,,,61.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
82,18686058,OUTSIDE CITY LIMITS,True,BLANCO,2022-01-05,A - SUSPECTED SERIOUS INJURY,14:47,WEDNESDAY,30.26636128,-98.39974086,False,60,,70 - WRONG SIDE - NOT PASSING,,,53.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,99 - UNKNOWN,1 - DRIVER
83,18686058,OUTSIDE CITY LIMITS,True,BLANCO,2022-01-05,A - SUSPECTED SERIOUS INJURY,14:47,WEDNESDAY,30.26636128,-98.39974086,False,60,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,,,,32.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
84,18688360,MARSHALL,True,HARRISON,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:52,WEDNESDAY,32.54814898,-94.37155736,False,55,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,,10 - DEFECTIVE OR NO VEHICLE BRAKES,,64.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,96 - NONE,1 - DRIVER
85,18696780,OUTSIDE CITY LIMITS,True,NACOGDOCHES,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:48,WEDNESDAY,31.61604108,-94.6158776,False,75,,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,,,24.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
