"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/12/2023. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 1,930 Crashes containing 5,867 Units and 6,095 Persons"

"Filters Applied to current Query:"
"Crash Year Is Equal To 2022"
""
"Crash Severity Is In K - FATAL INJURY or A - SUSPECTED SERIOUS INJURY"
"Commercial Motor Vehicle Flag Is True"


"Crash ID","City","Commercial Motor Vehicle Flag","County","Crash Date","Crash Severity","Crash Time","Day of Week","Latitude","Longitude","School Bus Flag","Speed Limit","CMV Vehicle Type","Contributing Factor 1","Possible Vehicle Defect 1","Vehicle Defect 1","Person Age","Person Gender","Person Injury Severity","Person Restraint Used","Person Type"
"18699585","OUTSIDE CITY LIMITS","Yes","HARRISON","2022-01-04","K - FATAL INJURY","2057","TUESDAY","32.5900194","-94.34005072","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","26","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18701859","OUTSIDE CITY LIMITS","Yes","VICTORIA","2022-01-04","A - SUSPECTED SERIOUS INJURY","0545","TUESDAY","28.78003597","-97.09917805","No","70","9 - TRACTOR/SEMI TRAILER","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","43","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18701859","OUTSIDE CITY LIMITS","Yes","VICTORIA","2022-01-04","A - SUSPECTED SERIOUS INJURY","0545","TUESDAY","28.78003597","-97.09917805","No","70","No Data","No Data","No Data","No Data","17","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18701859","OUTSIDE CITY LIMITS","Yes","VICTORIA","2022-01-04","A - SUSPECTED SERIOUS INJURY","0545","TUESDAY","28.78003597","-97.09917805","No","70","No Data","No Data","No Data","No Data","16","2 - FEMALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18683228","BENBROOK","Yes","TARRANT","2022-01-05","A - SUSPECTED SERIOUS INJURY","1335","WEDNESDAY","32.6672915","-97.47680805","No","55","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","44 - FOLLOWED TOO CLOSELY","No Data","No Data","64","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18683228","BENBROOK","Yes","TARRANT","2022-01-05","A - SUSPECTED SERIOUS INJURY","1335","WEDNESDAY","32.6672915","-97.47680805","No","55","No Data","No Data","No Data","No Data","79","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18683228","BENBROOK","Yes","TARRANT","2022-01-05","A - SUSPECTED SERIOUS INJURY","1335","WEDNESDAY","32.6672915","-97.47680805","No","55","No Data","No Data","No Data","No Data","57","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","61","1 - MALE","N - NOT INJURED","99 - UNKNOWN","1 - DRIVER"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","16","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","12","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","11","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","13","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","13","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","12","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","16","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","17","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","3 - BUS ( 9-15)","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","14","2 - FEMALE","B - SUSPECTED MINOR INJURY","99 - UNKNOWN","2 - PASSENGER/OCCUPANT"
"18683333","DALLAS","Yes","DALLAS","2022-01-05","A - SUSPECTED SERIOUS INJURY","0840","WEDNESDAY","32.80712425","-96.79980257","Yes","40","No Data","No Data","No Data","No Data","30","1 - MALE","N - NOT INJURED","99 - UNKNOWN","1 - DRIVER"
"18683875","OUTSIDE CITY LIMITS","Yes","VAN ZANDT","2022-01-05","A - SUSPECTED SERIOUS INJURY","1832","WEDNESDAY","32.56611997","-95.87794294","No","60","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","29","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18683875","OUTSIDE CITY LIMITS","Yes","VAN ZANDT","2022-01-05","A - SUSPECTED SERIOUS INJURY","1832","WEDNESDAY","32.56611997","-95.87794294","No","60","No Data","63 - TURNED IMPROPERLY - CUT CORNER ON LEFT","No Data","No Data","76","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","4 - CHANGED LANE WHEN UNSAFE","No Data","No Data","37","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","No Data","No Data","No Data","No Data","34","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","No Data","No Data","No Data","No Data","27","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","No Data","No Data","No Data","No Data","46","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","No Data","No Data","No Data","No Data","58","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18684197","MISSOURI CITY","Yes","FORT BEND","2022-01-05","A - SUSPECTED SERIOUS INJURY","0809","WEDNESDAY","29.59337725","-95.5641864","No","50","No Data","No Data","No Data","No Data","55","2 - FEMALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
