,Crash ID,City,Commercial Motor Vehicle Flag,County,Crash Date,Crash Severity,Crash Time,Day of Week,Latitude,Longitude,School Bus Flag,Speed Limit,CMV Vehicle Type,Contributing Factor 1,Possible Vehicle Defect 1,Vehicle Defect 1,Person Age,Person Gender,Person Injury Severity,Person Restraint Used,Person Type
10,18684709,OUTSIDE CITY LIMITS,True,MIDLAND,2022-01-01,A - SUSPECTED SERIOUS INJURY,17:07,SATURDAY,31.97312982,-102.00422397,False,60,Not CMV,22 - FAILED TO CONTROL SPEED,No Vehicle Defect,No Vehicle Defect,2.0,1 - MALE,B - SUSPECTED MINOR INJURY,"4 - CHILD SEAT, FACING FORWARD",2 - PASSENGER/OCCUPANT
11,18684709,OUTSIDE CITY LIMITS,True,MIDLAND,2022-01-01,A - SUSPECTED SERIOUS INJURY,17:07,SATURDAY,31.97312982,-102.00422397,False,60,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,54.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
12,18688482,OUTSIDE CITY LIMITS,True,GAINES,2022-01-01,A - SUSPECTED SERIOUS INJURY,04:33,SATURDAY,32.71131649,-102.62950545,False,70,Not CMV,23 - FAILED TO DRIVE IN SINGLE LANE,No Vehicle Defect,No Vehicle Defect,24.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
13,18688482,OUTSIDE CITY LIMITS,True,GAINES,2022-01-01,A - SUSPECTED SERIOUS INJURY,04:33,SATURDAY,32.71131649,-102.62950545,False,70,Not CMV,23 - FAILED TO DRIVE IN SINGLE LANE,No Vehicle Defect,No Vehicle Defect,19.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
14,18688482,OUTSIDE CITY LIMITS,True,GAINES,2022-01-01,A - SUSPECTED SERIOUS INJURY,04:33,SATURDAY,32.71131649,-102.62950545,False,70,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,30.0,1 - MALE,N - NOT INJURED,2 - SHOULDER BELT ONLY,1 - DRIVER
15,18693367,OUTSIDE CITY LIMITS,True,LIBERTY,2022-01-01,K - FATAL INJURY,06:52,SATURDAY,30.313863,-95.11340503,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,20.0,1 - MALE,K - FATAL INJURY,99 - UNKNOWN,1 - DRIVER
16,18693367,OUTSIDE CITY LIMITS,True,LIBERTY,2022-01-01,K - FATAL INJURY,06:52,SATURDAY,30.313863,-95.11340503,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,22.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
17,18693367,OUTSIDE CITY LIMITS,True,LIBERTY,2022-01-01,K - FATAL INJURY,06:52,SATURDAY,30.313863,-95.11340503,False,65,8 - TRUCK TRACTOR (BOBTAIL),No Contributing Factor,No Vehicle Defect,No Vehicle Defect,50.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
18,18708569,OUTSIDE CITY LIMITS,True,SMITH,2022-01-01,K - FATAL INJURY,20:56,SATURDAY,32.47123641,-95.46403297,False,75,Not CMV,70 - WRONG SIDE - NOT PASSING,No Vehicle Defect,No Vehicle Defect,36.0,1 - MALE,K - FATAL INJURY,96 - NONE,1 - DRIVER
19,18708569,OUTSIDE CITY LIMITS,True,SMITH,2022-01-01,K - FATAL INJURY,20:56,SATURDAY,32.47123641,-95.46403297,False,75,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,24.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
20,18677918,OUTSIDE CITY LIMITS,True,UPSHUR,2022-01-03,A - SUSPECTED SERIOUS INJURY,00:5,MONDAY,32.70989609,-94.75217438,False,50,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,44.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
21,18677918,OUTSIDE CITY LIMITS,True,UPSHUR,2022-01-03,A - SUSPECTED SERIOUS INJURY,00:5,MONDAY,32.70989609,-94.75217438,False,50,Not CMV,16 - DISREGARD STOP SIGN OR LIGHT,No Vehicle Defect,No Vehicle Defect,25.0,1 - MALE,B - SUSPECTED MINOR INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
22,18677918,OUTSIDE CITY LIMITS,True,UPSHUR,2022-01-03,A - SUSPECTED SERIOUS INJURY,00:5,MONDAY,32.70989609,-94.75217438,False,50,Not CMV,16 - DISREGARD STOP SIGN OR LIGHT,No Vehicle Defect,No Vehicle Defect,23.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
23,18679802,OUTSIDE CITY LIMITS,True,HARRIS,2022-01-03,A - SUSPECTED SERIOUS INJURY,14:25,MONDAY,29.78266089,-95.11258666,False,65,9 - TRACTOR/SEMI TRAILER,22 - FAILED TO CONTROL SPEED,No Vehicle Defect,No Vehicle Defect,61.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
24,18679802,OUTSIDE CITY LIMITS,True,HARRIS,2022-01-03,A - SUSPECTED SERIOUS INJURY,14:25,MONDAY,29.78266089,-95.11258666,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,33.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
25,18679802,OUTSIDE CITY LIMITS,True,HARRIS,2022-01-03,A - SUSPECTED SERIOUS INJURY,14:25,MONDAY,29.78266089,-95.11258666,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,72.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
26,18679802,OUTSIDE CITY LIMITS,True,HARRIS,2022-01-03,A - SUSPECTED SERIOUS INJURY,14:25,MONDAY,29.78266089,-95.11258666,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,70.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
27,18679802,OUTSIDE CITY LIMITS,True,HARRIS,2022-01-03,A - SUSPECTED SERIOUS INJURY,14:25,MONDAY,29.78266089,-95.11258666,False,65,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,8.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
28,18680971,OUTSIDE CITY LIMITS,True,STARR,2022-01-03,A - SUSPECTED SERIOUS INJURY,15:25,MONDAY,26.49336196,-98.87361271,False,70,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,66 - TURNED WHEN UNSAFE,No Vehicle Defect,No Vehicle Defect,57.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
29,18680971,OUTSIDE CITY LIMITS,True,STARR,2022-01-03,A - SUSPECTED SERIOUS INJURY,15:25,MONDAY,26.49336196,-98.87361271,False,70,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,28.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
30,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.57701885,-98.00469809,False,75,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,55.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
31,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.57701885,-98.00469809,False,75,Not CMV,44 - FOLLOWED TOO CLOSELY,No Vehicle Defect,No Vehicle Defect,39.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
32,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.57701885,-98.00469809,False,75,Not CMV,44 - FOLLOWED TOO CLOSELY,No Vehicle Defect,No Vehicle Defect,34.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,96 - NONE,2 - PASSENGER/OCCUPANT
33,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.57701885,-98.00469809,False,75,Not CMV,44 - FOLLOWED TOO CLOSELY,No Vehicle Defect,No Vehicle Defect,11.0,2 - FEMALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
34,18681075,SEGUIN,True,GUADALUPE,2022-01-03,A - SUSPECTED SERIOUS INJURY,05:13,MONDAY,29.57701885,-98.00469809,False,75,Not CMV,44 - FOLLOWED TOO CLOSELY,No Vehicle Defect,No Vehicle Defect,0.0,2 - FEMALE,N - NOT INJURED,"5 - CHILD SEAT, FACING REAR",2 - PASSENGER/OCCUPANT
35,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.88112653,-96.89804158,False,40,Not CMV,43 - FLEEING OR EVADING POLICE,No Vehicle Defect,No Vehicle Defect,15.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,99 - UNKNOWN,1 - DRIVER
36,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.88112653,-96.89804158,False,40,Not CMV,43 - FLEEING OR EVADING POLICE,No Vehicle Defect,No Vehicle Defect,21.0,1 - MALE,K - FATAL INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
37,18693430,DALLAS,True,DALLAS,2022-01-03,K - FATAL INJURY,04:43,MONDAY,32.88112653,-96.89804158,False,40,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,42.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
38,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.26532506,-101.65366124,False,55,Not CMV,16 - DISREGARD STOP SIGN OR LIGHT,No Vehicle Defect,No Vehicle Defect,30.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
39,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.26532506,-101.65366124,False,55,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,38.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
40,18694662,OUTSIDE CITY LIMITS,True,POTTER,2022-01-03,A - SUSPECTED SERIOUS INJURY,10:58,MONDAY,35.26532506,-101.65366124,False,55,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,38.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
41,18680408,HURST,True,TARRANT,2022-01-04,K - FATAL INJURY,10:53,TUESDAY,32.85280627,-97.1861158,False,40,2 - LIGHT TRUCK,98 - OTHER (EXPLAIN IN NARRATIVE),No Vehicle Defect,No Vehicle Defect,51.0,1 - MALE,K - FATAL INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
42,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44725589,-98.36073881,False,45,Not CMV,23 - FAILED TO DRIVE IN SINGLE LANE,No Vehicle Defect,No Vehicle Defect,9999.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
43,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44725589,-98.36073881,False,45,Not CMV,23 - FAILED TO DRIVE IN SINGLE LANE,No Vehicle Defect,No Vehicle Defect,9999.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
44,18685099,SAN ANTONIO,True,BEXAR,2022-01-04,A - SUSPECTED SERIOUS INJURY,15:38,TUESDAY,29.44725589,-98.36073881,False,45,7 - TRUCK TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,50.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
45,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.65027404,-95.53596284,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),No Vehicle Defect,No Vehicle Defect,51.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
46,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.65027404,-95.53596284,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),No Vehicle Defect,No Vehicle Defect,21.0,1 - MALE,N - NOT INJURED,97 - NOT APPLICABLE,2 - PASSENGER/OCCUPANT
47,18689711,PARIS,True,LAMAR,2022-01-04,K - FATAL INJURY,11:47,TUESDAY,33.65027404,-95.53596284,False,30,98 - OTHER (EXPLAIN IN NARRATIVE),98 - OTHER (EXPLAIN IN NARRATIVE),No Vehicle Defect,No Vehicle Defect,18.0,1 - MALE,K - FATAL INJURY,97 - NOT APPLICABLE,2 - PASSENGER/OCCUPANT
48,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.20756262,-95.22718722,False,45,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,No Vehicle Defect,No Vehicle Defect,31.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
49,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.20756262,-95.22718722,False,45,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,No Vehicle Defect,No Vehicle Defect,55.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
50,18691065,OUTSIDE CITY LIMITS,True,MONTGOMERY,2022-01-04,A - SUSPECTED SERIOUS INJURY,12:45,TUESDAY,30.20756262,-95.22718722,False,45,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,63.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
51,18699585,OUTSIDE CITY LIMITS,True,HARRISON,2022-01-04,K - FATAL INJURY,20:57,TUESDAY,32.5900194,-94.34005072,False,75,Not CMV,71 - WRONG WAY - ONE WAY ROAD,No Vehicle Defect,No Vehicle Defect,76.0,2 - FEMALE,K - FATAL INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
52,18699585,OUTSIDE CITY LIMITS,True,HARRISON,2022-01-04,K - FATAL INJURY,20:57,TUESDAY,32.5900194,-94.34005072,False,75,9 - TRACTOR/SEMI TRAILER,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,26.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
53,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.78003597,-97.09917805,False,70,9 - TRACTOR/SEMI TRAILER,35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN,No Vehicle Defect,No Vehicle Defect,43.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
54,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.78003597,-97.09917805,False,70,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,17.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
55,18701859,OUTSIDE CITY LIMITS,True,VICTORIA,2022-01-04,A - SUSPECTED SERIOUS INJURY,05:45,TUESDAY,28.78003597,-97.09917805,False,70,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,1 - SHOULDER & LAP BELT,2 - PASSENGER/OCCUPANT
56,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.6672915,-97.47680805,False,55,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,44 - FOLLOWED TOO CLOSELY,No Vehicle Defect,No Vehicle Defect,64.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
57,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.6672915,-97.47680805,False,55,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,79.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
58,18683228,BENBROOK,True,TARRANT,2022-01-05,A - SUSPECTED SERIOUS INJURY,13:35,WEDNESDAY,32.6672915,-97.47680805,False,55,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,57.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
59,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,61.0,1 - MALE,N - NOT INJURED,99 - UNKNOWN,1 - DRIVER
60,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
61,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,12.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
62,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,11.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
63,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,13.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
64,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,13.0,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
65,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,12.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
66,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,16.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
67,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,17.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
68,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,3 - BUS ( 9-15),15 - DISREGARD STOP AND GO SIGNAL,No Vehicle Defect,No Vehicle Defect,14.0,2 - FEMALE,B - SUSPECTED MINOR INJURY,99 - UNKNOWN,2 - PASSENGER/OCCUPANT
69,18683333,DALLAS,True,DALLAS,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:40,WEDNESDAY,32.80712425,-96.79980257,True,40,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,30.0,1 - MALE,N - NOT INJURED,99 - UNKNOWN,1 - DRIVER
70,18683875,OUTSIDE CITY LIMITS,True,VAN ZANDT,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:32,WEDNESDAY,32.56611997,-95.87794294,False,60,5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,29.0,1 - MALE,C - POSSIBLE INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
71,18683875,OUTSIDE CITY LIMITS,True,VAN ZANDT,2022-01-05,A - SUSPECTED SERIOUS INJURY,18:32,WEDNESDAY,32.56611997,-95.87794294,False,60,Not CMV,63 - TURNED IMPROPERLY - CUT CORNER ON LEFT,No Vehicle Defect,No Vehicle Defect,76.0,1 - MALE,A - SUSPECTED SERIOUS INJURY,1 - SHOULDER & LAP BELT,1 - DRIVER
72,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.59337725,-95.5641864,False,50,6 - SINGLE UNIT TRUCK 3 OR MORE AXLES,4 - CHANGED LANE WHEN UNSAFE,No Vehicle Defect,No Vehicle Defect,37.0,1 - MALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
73,18684197,MISSOURI CITY,True,FORT BEND,2022-01-05,A - SUSPECTED SERIOUS INJURY,08:09,WEDNESDAY,29.59337725,-95.5641864,False,50,Not CMV,No Contributing Factor,No Vehicle Defect,No Vehicle Defect,34.0,2 - FEMALE,N - NOT INJURED,1 - SHOULDER & LAP BELT,1 - DRIVER
